Name,Total 3P Made,Total 3P Att,Total 3P%,Cold 3P Made,Cold 3P Att,Cold 3P%,Hot 3P Made,Hot 3P Att,Hot 3P%,Hot/Cold Diff,Hot Shot Makeup
jordan mcrae,18,51,35.294117647058826,18,49,36.734693877551024,0,2,0,-36.734693877551024,3.9215686274509802
kyrie irving,177,441,40.136054421768705,157,376,41.755319148936174,20,65,30.76923076923077,-10.986088379705404,14.73922902494331
shabazz muhammad,49,145,33.793103448275865,47,136,34.55882352941176,2,9,22.22222222222222,-12.33660130718954,6.206896551724138
stephen curry,324,789,41.06463878326996,262,634,41.32492113564668,62,155,40,-1.324921135646683,19.64512040557668
brooks thompson,0,0,0,0,0,0,0,0,0,0,0
gheorghe muresan,0,0,0,0,0,0,0,0,0,0,0
isaiah thomas,245,646,37.925696594427244,208,533,39.02439024390244,37,113,32.743362831858406,-6.281027412044033,17.492260061919502
jon koncak,0,0,0,0,0,0,0,0,0,0,0
julius randle,17,63,26.984126984126984,17,62,27.419354838709676,0,1,0,-27.419354838709676,1.5873015873015872
justin anderson,58,194,29.896907216494846,50,176,28.40909090909091,8,18,44.44444444444444,16.035353535353533,9.278350515463918
cj miles,169,409,41.32029339853301,146,351,41.5954415954416,23,58,39.6551724137931,-1.940269181648496,14.180929095354522
danuel house,0,0,0,0,0,0,0,0,0,0,0
dwayne schintzius,0,0,0,0,0,0,0,0,0,0,0
jarnell stokes,0,0,0,0,0,0,0,0,0,0,0
kyle singler,7,37,18.91891891891892,7,36,19.444444444444446,0,1,0,-19.444444444444446,2.7027027027027026
nick van exel,0,0,0,0,0,0,0,0,0,0,0
terry davis,0,0,0,0,0,0,0,0,0,0,0
alton lister,0,0,0,0,0,0,0,0,0,0,0
anderson varejao,0,0,0,0,0,0,0,0,0,0,0
andrew declercq,0,0,0,0,0,0,0,0,0,0,0
ben bentil,0,1,0,0,1,0,0,0,0,0,0
mario hezonja,43,144,29.86111111111111,40,132,30.303030303030305,3,12,25,-5.3030303030303045,8.333333333333332
pj tucker,70,196,35.714285714285715,66,183,36.0655737704918,4,13,30.76923076923077,-5.296343001261032,6.63265306122449
brian greene,0,0,0,0,0,0,0,0,0,0,0
dwight powell,21,74,28.37837837837838,21,72,29.166666666666668,0,2,0,-29.166666666666668,2.7027027027027026
george hill,94,233,40.343347639484975,84,210,40,10,23,43.47826086956522,3.4782608695652186,9.871244635193133
jamychal green,55,145,37.93103448275862,51,138,36.95652173913043,4,7,57.14285714285714,20.18633540372671,4.827586206896552
lindsey hunter,0,0,0,0,0,0,0,0,0,0,0
terry dehere,0,0,0,0,0,0,0,0,0,0,0
anthony avent,0,0,0,0,0,0,0,0,0,0,0
anthony peeler,0,0,0,0,0,0,0,0,0,0,0
marco belinelli,102,283,36.042402826855124,90,243,37.03703703703704,12,40,30,-7.037037037037038,14.13427561837456
marshall plumlee,0,0,0,0,0,0,0,0,0,0,0
matt bullard,0,0,0,0,0,0,0,0,0,0,0
sasha vujacic,23,74,31.08108108108108,21,64,32.8125,2,10,20,-12.8125,13.513513513513514
todd day,0,0,0,0,0,0,0,0,0,0,0
brandon knight,45,139,32.37410071942446,43,131,32.82442748091603,2,8,25,-7.824427480916029,5.755395683453238
kentavious caldwell-pope,153,437,35.01144164759725,134,374,35.82887700534759,19,63,30.158730158730158,-5.670146846617435,14.416475972540047
reggie williams,5,11,45.45454545454545,4,10,40,1,1,100,60,9.090909090909092
sergio rodriguez,92,252,36.507936507936506,82,225,36.44444444444444,10,27,37.03703703703704,0.5925925925925952,10.714285714285714
alex poythress,6,19,31.57894736842105,4,15,26.666666666666668,2,4,50,23.333333333333332,21.052631578947366
alonzo mourning,0,0,0,0,0,0,0,0,0,0,0
chuck person,0,0,0,0,0,0,0,0,0,0,0
edy tavares,0,0,0,0,0,0,0,0,0,0,0
kj mcdaniels,20,66,30.303030303030305,20,64,31.25,0,2,0,-31.25,3.0303030303030303
keith jennings,0,0,0,0,0,0,0,0,0,0,0
delon wright,10,30,33.33333333333333,10,29,34.48275862068966,0,1,0,-34.48275862068966,3.3333333333333335
greg foster,0,0,0,0,0,0,0,0,0,0,0
jarell martin,9,25,36,9,25,36,0,0,0,-36,0
kyle lowry,193,468,41.23931623931624,173,418,41.38755980861244,20,50,40,-1.387559808612437,10.683760683760683
lance stephenson,6,20,30,5,19,26.31578947368421,1,1,100,73.6842105263158,5
raul neto,10,31,32.25806451612903,9,29,31.03448275862069,1,2,50,18.96551724137931,6.451612903225806
anfernee hardaway,0,0,0,0,0,0,0,0,0,0,0
chris king,0,0,0,0,0,0,0,0,0,0,0
emmanuel mudiay,56,178,31.46067415730337,48,163,29.447852760736197,8,15,53.333333333333336,23.88548057259714,8.426966292134832
kris dunn,21,73,28.767123287671232,20,71,28.169014084507044,1,2,50,21.830985915492956,2.73972602739726
lou williams,163,446,36.54708520179372,134,384,34.89583333333333,29,62,46.774193548387096,11.878360215053767,13.901345291479823
michael adams,0,0,0,0,0,0,0,0,0,0,0
omer asik,0,0,0,0,0,0,0,0,0,0,0
rick mahorn,0,0,0,0,0,0,0,0,0,0,0
aaron mckie,0,0,0,0,0,0,0,0,0,0,0
chris webber,0,0,0,0,0,0,0,0,0,0,0
dante exum,44,149,29.53020134228188,43,143,30.069930069930066,1,6,16.666666666666664,-13.403263403263402,4.026845637583892
jamal murray,115,344,33.43023255813954,100,297,33.670033670033675,15,47,31.914893617021278,-1.755140053012397,13.662790697674417
jimmy butler,91,248,36.693548387096776,87,236,36.86440677966102,4,12,33.33333333333333,-3.5310734463276887,4.838709677419355
andre iguodala,64,177,36.15819209039548,60,165,36.36363636363637,4,12,33.33333333333333,-3.0303030303030383,6.779661016949152
darrell arthur,53,117,45.2991452991453,45,105,42.857142857142854,8,12,66.66666666666666,23.809523809523803,10.256410256410255
derrick jones jr.,3,11,27.27272727272727,3,11,27.27272727272727,0,0,0,-27.27272727272727,0
iman shumpert,94,261,36.015325670498086,83,237,35.0210970464135,11,24,45.83333333333333,10.812236286919827,9.195402298850574
joe young,5,23,21.73913043478261,5,21,23.809523809523807,0,2,0,-23.809523809523807,8.695652173913043
kenneth faried,0,6,0,0,6,0,0,0,0,0,0
luc mbah a moute,43,110,39.09090909090909,42,107,39.25233644859813,1,3,33.33333333333333,-5.9190031152648,2.727272727272727
udonis haslem,0,3,0,0,3,0,0,0,0,0,0
alex len,3,12,25,3,12,25,0,0,0,-25,0
chris gatling,0,0,0,0,0,0,0,0,0,0,0
chucky brown,0,0,0,0,0,0,0,0,0,0,0
derrick favors,3,10,30,3,10,30,0,0,0,-30,0
eric gordon,246,661,37.21633888048411,201,545,36.88073394495413,45,116,38.793103448275865,1.9123695033217345,17.549167927382754
john starks,0,0,0,0,0,0,0,0,0,0,0
kevin edwards,0,0,0,0,0,0,0,0,0,0,0
kyle o'quinn,2,17,11.76470588235294,2,17,11.76470588235294,0,0,0,-11.76470588235294,0
roy hibbert,0,0,0,0,0,0,0,0,0,0,0
rudy gobert,0,1,0,0,1,0,0,0,0,0,0
gary payton,1,9,11.11111111111111,1,9,11.11111111111111,0,0,0,-11.11111111111111,0
jabari parker,65,178,36.51685393258427,58,162,35.80246913580247,7,16,43.75,7.947530864197532,8.98876404494382
jake layman,13,51,25.49019607843137,11,47,23.404255319148938,2,4,50,26.595744680851062,7.8431372549019605
jodie meeks,56,137,40.87591240875913,45,113,39.823008849557525,11,24,45.83333333333333,6.010324483775804,17.51824817518248
okaro white,12,34,35.294117647058826,12,34,35.294117647058826,0,0,0,-35.294117647058826,0
adreian payne,3,15,20,3,15,20,0,0,0,-20,0
andrew wiggins,103,289,35.6401384083045,97,276,35.14492753623188,6,13,46.15384615384615,11.00891861761427,4.498269896193772
gary neal,0,2,0,0,2,0,0,0,0,0,0
j.r. reid,0,0,0,0,0,0,0,0,0,0,0
jarrett jack,0,1,0,0,1,0,0,0,0,0,0
nicolas brussino,29,95,30.526315789473685,26,87,29.88505747126437,3,8,37.5,7.614942528735629,8.421052631578947
richard jefferson,62,186,33.33333333333333,55,172,31.976744186046513,7,14,50,18.023255813953487,7.526881720430108
tarik black,1,2,50,1,2,50,0,0,0,-50,0
yogi ferrell,68,176,38.63636363636363,63,159,39.62264150943396,5,17,29.411764705882355,-10.210876803551606,9.659090909090908
bobby hurley,0,0,0,0,0,0,0,0,0,0,0
derek harper,0,0,0,0,0,0,0,0,0,0,0
garrett temple,82,220,37.27272727272727,80,212,37.735849056603776,2,8,25,-12.735849056603776,3.6363636363636362
greg minor,0,0,0,0,0,0,0,0,0,0,0
hakeem olajuwon,0,0,0,0,0,0,0,0,0,0,0
rick fox,0,0,0,0,0,0,0,0,0,0,0
darrin hancock,0,0,0,0,0,0,0,0,0,0,0
justin hamilton,55,180,30.555555555555557,52,168,30.952380952380953,3,12,25,-5.9523809523809526,6.666666666666667
leandro barbosa,35,98,35.714285714285715,33,90,36.666666666666664,2,8,25,-11.666666666666664,8.16326530612245
marreese speights,103,277,37.18411552346571,93,243,38.2716049382716,10,34,29.411764705882355,-8.859840232389246,12.274368231046932
steve novak,1,6,16.666666666666664,1,6,16.666666666666664,0,0,0,-16.666666666666664,0
chasson randle,16,47,34.04255319148936,14,43,32.55813953488372,2,4,50,17.441860465116278,8.51063829787234
deandre liggins,17,46,36.95652173913043,17,44,38.63636363636363,0,2,0,-38.63636363636363,4.3478260869565215
jonathan gibson,15,45,33.33333333333333,13,40,32.5,2,5,40,7.5,11.11111111111111
lance thomas,38,85,44.70588235294118,36,81,44.44444444444444,2,4,50,5.555555555555557,4.705882352941177
david wood,0,0,0,0,0,0,0,0,0,0,0
raymond felton,46,144,31.944444444444443,43,137,31.386861313868614,3,7,42.857142857142854,11.47028154327424,4.861111111111112
deandre jordan,0,2,0,0,2,0,0,0,0,0,0
dwayne morton,0,0,0,0,0,0,0,0,0,0,0
goran dragic,117,289,40.484429065743946,108,271,39.85239852398524,9,18,50,10.147601476014763,6.228373702422145
john crotty,0,0,0,0,0,0,0,0,0,0,0
jud buechler,0,0,0,0,0,0,0,0,0,0,0
lee mayberry,0,0,0,0,0,0,0,0,0,0,0
marques bragg,0,0,0,0,0,0,0,0,0,0,0
mirza teletovic,104,305,34.0983606557377,88,257,34.24124513618677,16,48,33.33333333333333,-0.907911802853441,15.737704918032788
davis bertans,69,173,39.884393063583815,58,148,39.189189189189186,11,25,44,4.810810810810814,14.450867052023122
georges niang,1,12,8.333333333333332,1,12,8.333333333333332,0,0,0,-8.333333333333332,0
joe wolf,0,0,0,0,0,0,0,0,0,0,0
nick young,170,421,40.38004750593824,137,339,40.41297935103245,33,82,40.243902439024396,-0.16907691200805175,19.47743467933492
tim quarterman,5,13,38.46153846153847,5,13,38.46153846153847,0,0,0,-38.46153846153847,0
craig ehlo,0,0,0,0,0,0,0,0,0,0,0
justise winslow,7,35,20,6,34,17.647058823529413,1,1,100,82.35294117647058,2.857142857142857
luol deng,51,165,30.909090909090907,48,152,31.57894736842105,3,13,23.076923076923077,-8.502024291497975,7.878787878787878
wesley person,0,0,0,0,0,0,0,0,0,0,0
armen gilliam,0,0,0,0,0,0,0,0,0,0,0
justin holiday,97,273,35.53113553113553,91,248,36.693548387096776,6,25,24,-12.693548387096776,9.157509157509157
bojan bogdanovic,144,392,36.734693877551024,129,335,38.50746268656716,15,57,26.31578947368421,-12.19167321288295,14.540816326530612
brandon jennings,79,252,31.349206349206348,67,219,30.59360730593607,12,33,36.36363636363637,5.770029057700295,13.095238095238097
chandler parsons,25,93,26.881720430107524,24,88,27.27272727272727,1,5,20,-7.27272727272727,5.376344086021505
gerald henderson,61,173,35.26011560693642,59,162,36.41975308641975,2,11,18.181818181818183,-18.23793490460157,6.358381502890173
ken norman,0,0,0,0,0,0,0,0,0,0,0
micheal williams,0,0,0,0,0,0,0,0,0,0,0
mookie blaylock,0,0,0,0,0,0,0,0,0,0,0
tim legler,0,0,0,0,0,0,0,0,0,0,0
alex abrines,94,247,38.05668016194332,76,214,35.51401869158878,18,33,54.54545454545454,19.03143585386576,13.360323886639677
ben mclemore,65,170,38.23529411764706,53,148,35.810810810810814,12,22,54.54545454545454,18.734643734643726,12.941176470588237
chris childs,0,0,0,0,0,0,0,0,0,0,0
maurice ndour,1,7,14.285714285714285,1,7,14.285714285714285,0,0,0,-14.285714285714285,0
ryan kelly,4,10,40,3,9,33.33333333333333,1,1,100,66.66666666666667,10
al horford,86,242,35.53719008264463,81,229,35.37117903930131,5,13,38.46153846153847,3.0903594222371567,5.371900826446281
andrew harrison,43,156,27.564102564102566,43,153,28.104575163398692,0,3,0,-28.104575163398692,1.9230769230769231
bob sura,0,0,0,0,0,0,0,0,0,0,0
c.j. watson,32,105,30.476190476190478,31,96,32.29166666666667,1,9,11.11111111111111,-21.18055555555556,8.571428571428571
demarcus cousins,131,363,36.08815426997245,116,321,36.13707165109034,15,42,35.714285714285715,-0.4227859368046225,11.570247933884298
stacey augmon,0,0,0,0,0,0,0,0,0,0,0
tj warren,26,98,26.53061224489796,26,97,26.804123711340207,0,1,0,-26.804123711340207,1.0204081632653061
clar. weatherspoon,0,0,0,0,0,0,0,0,0,0,0
eddie jones,0,0,0,0,0,0,0,0,0,0,0
elijah millsap,0,2,0,0,2,0,0,0,0,0,0
kevin love,145,389,37.275064267352185,119,326,36.50306748466258,26,63,41.269841269841265,4.766773785178685,16.195372750642672
michael kidd-gilchrist,1,9,11.11111111111111,1,9,11.11111111111111,0,0,0,-11.11111111111111,0
olden polynice,0,0,0,0,0,0,0,0,0,0,0
rj hunter,0,1,0,0,1,0,0,0,0,0,0
terrence ross,142,391,36.31713554987212,124,335,37.014925373134325,18,56,32.142857142857146,-4.872068230277179,14.322250639386189
channing frye,137,335,40.8955223880597,124,281,44.128113879003564,13,54,24.074074074074073,-20.05403980492949,16.119402985074625
marcus georges-hunt,1,2,50,1,2,50,0,0,0,-50,0
michael gbinije,0,4,0,0,4,0,0,0,0,0,0
rodney mcgruder,73,220,33.18181818181819,69,206,33.49514563106796,4,14,28.57142857142857,-4.923717059639394,6.363636363636363
ronnie price,3,17,17.647058823529413,3,17,17.647058823529413,0,0,0,-17.647058823529413,0
serge ibaka,124,317,39.11671924290221,114,295,38.64406779661017,10,22,45.45454545454545,6.81047765793528,6.940063091482649
horace grant,0,0,0,0,0,0,0,0,0,0,0
jae crowder,157,394,39.847715736040605,140,357,39.21568627450981,17,37,45.94594594594595,6.730259671436144,9.390862944162437
lavoy allen,0,1,0,0,1,0,0,0,0,0,0
nicolas laprovittola,10,27,37.03703703703704,10,26,38.46153846153847,0,1,0,-38.46153846153847,3.7037037037037033
steve scheffler,0,0,0,0,0,0,0,0,0,0,0
dewayne dedmon,0,0,0,0,0,0,0,0,0,0,0
kawhi leonard,147,387,37.98449612403101,130,342,38.01169590643275,17,45,37.77777777777778,-0.2339181286549703,11.627906976744185
khalid reeves,0,0,0,0,0,0,0,0,0,0,0
nate mcmillan,0,0,0,0,0,0,0,0,0,0,0
paul zipser,33,99,33.33333333333333,31,89,34.831460674157306,2,10,20,-14.831460674157306,10.1010101010101
sharone wright,0,0,0,0,0,0,0,0,0,0,0
willie burton,0,0,0,0,0,0,0,0,0,0,0
dejounte murray,9,23,39.130434782608695,8,21,38.095238095238095,1,2,50,11.904761904761905,8.695652173913043
klay thompson,268,647,41.42194744976816,218,535,40.74766355140187,50,112,44.642857142857146,3.895193591455275,17.31066460587326
noah vonleh,7,20,35,6,19,31.57894736842105,1,1,100,68.42105263157895,5
rod strickland,0,0,0,0,0,0,0,0,0,0,0
sarunas marciulionis,0,0,0,0,0,0,0,0,0,0,0
sheldon mcclellan,7,30,23.333333333333332,7,28,25,0,2,0,-25,6.666666666666667
terry mills,0,0,0,0,0,0,0,0,0,0,0
devin harris,58,177,32.7683615819209,54,162,33.33333333333333,4,15,26.666666666666668,-6.666666666666661,8.47457627118644
malcolm delaney,26,110,23.636363636363637,25,108,23.14814814814815,1,2,50,26.85185185185185,1.8181818181818181
paul pierce,15,43,34.883720930232556,14,37,37.83783783783784,1,6,16.666666666666664,-21.171171171171174,13.953488372093023
sasha danilovic,0,0,0,0,0,0,0,0,0,0,0
troy daniels,138,355,38.87323943661972,119,293,40.61433447098976,19,62,30.64516129032258,-9.96917318066718,17.464788732394364
tyler ennis,27,70,38.57142857142858,24,60,40,3,10,30,-10,14.285714285714285
amir johnson,27,66,40.909090909090914,25,63,39.682539682539684,2,3,66.66666666666666,26.984126984126974,4.545454545454546
daniel ochefu,0,0,0,0,0,0,0,0,0,0,0
dontonio wingfield,0,0,0,0,0,0,0,0,0,0,0
shaquille o'neal,0,0,0,0,0,0,0,0,0,0,0
will barton,87,235,37.02127659574468,77,209,36.84210526315789,10,26,38.46153846153847,1.6194331983805768,11.063829787234042
brice johnson,0,0,0,0,0,0,0,0,0,0,0
dario saric,106,341,31.085043988269796,102,319,31.974921630094045,4,22,18.181818181818183,-13.793103448275861,6.451612903225806
john wall,89,272,32.720588235294116,77,238,32.35294117647059,12,34,35.294117647058826,2.941176470588239,12.5
keith askins,0,0,0,0,0,0,0,0,0,0,0
mario elie,0,0,0,0,0,0,0,0,0,0,0
robert horry,0,0,0,0,0,0,0,0,0,0,0
shabazz napier,34,92,36.95652173913043,30,85,35.294117647058826,4,7,57.14285714285714,21.848739495798313,7.608695652173914
aj hammons,5,10,50,5,10,50,0,0,0,-50,0
cheick diallo,0,0,0,0,0,0,0,0,0,0,0
derrick mckey,0,0,0,0,0,0,0,0,0,0,0
malcolm brogdon,78,193,40.41450777202073,73,182,40.10989010989011,5,11,45.45454545454545,5.344655344655344,5.699481865284974
mike peplowski,0,0,0,0,0,0,0,0,0,0,0
mike scott,4,27,14.814814814814813,4,27,14.814814814814813,0,0,0,-14.814814814814813,0
montrezl harrell,1,7,14.285714285714285,1,7,14.285714285714285,0,0,0,-14.285714285714285,0
norman powell,56,173,32.369942196531795,52,162,32.098765432098766,4,11,36.36363636363637,4.264870931537601,6.358381502890173
aaron gordon,77,267,28.83895131086142,77,255,30.19607843137255,0,12,0,-30.19607843137255,4.49438202247191
al jefferson,0,1,0,0,1,0,0,0,0,0,0
arinze onuaku,0,0,0,0,0,0,0,0,0,0,0
demetrius jackson,1,1,100,1,1,100,0,0,0,-100,0
evan fournier,128,360,35.55555555555556,115,313,36.74121405750799,13,47,27.659574468085108,-9.081639589422881,13.055555555555557
harold miner,0,0,0,0,0,0,0,0,0,0,0
james johnson,87,256,33.984375,83,245,33.87755102040816,4,11,36.36363636363637,2.486085343228204,4.296875
kevin duckworth,0,0,0,0,0,0,0,0,0,0,0
malik beasley,9,28,32.142857142857146,7,22,31.818181818181817,2,6,33.33333333333333,1.515151515151512,21.428571428571427
skal labissiere,3,8,37.5,3,8,37.5,0,0,0,-37.5,0
antonio harvey,0,0,0,0,0,0,0,0,0,0,0
ashraf amaya,0,0,0,0,0,0,0,0,0,0,0
cedric ceballos,0,0,0,0,0,0,0,0,0,0,0
derrick williams,30,97,30.927835051546392,30,90,33.33333333333333,0,7,0,-33.33333333333333,7.216494845360824
jamal crawford,116,322,36.024844720496894,107,284,37.67605633802817,9,38,23.684210526315788,-13.99184581171238,11.801242236024844
malachi richardson,8,28,28.57142857142857,8,25,32,0,3,0,-32,10.714285714285714
nicolas batum,135,405,33.33333333333333,117,357,32.773109243697476,18,48,37.5,4.726890756302524,11.851851851851853
toni kukoc,0,0,0,0,0,0,0,0,0,0,0
isaiah taylor,0,2,0,0,2,0,0,0,0,0,0
trevor ruffin,0,0,0,0,0,0,0,0,0,0,0
doug overton,0,0,0,0,0,0,0,0,0,0,0
gordon hayward,149,374,39.839572192513366,142,338,42.01183431952663,7,36,19.444444444444446,-22.56738987508218,9.62566844919786
tristan thompson,0,3,0,0,3,0,0,0,0,0,0
antoine carr,0,0,0,0,0,0,0,0,0,0,0
cj mccollum,185,439,42.14123006833713,156,387,40.310077519379846,29,52,55.769230769230774,15.459153249850928,11.845102505694761
dahntay jones,0,2,0,0,2,0,0,0,0,0,0
elliot perry,0,0,0,0,0,0,0,0,0,0,0
eric mobley,0,0,0,0,0,0,0,0,0,0,0
nikola vucevic,23,75,30.666666666666664,20,70,28.57142857142857,3,5,60,31.42857142857143,6.666666666666667
paul george,195,495,39.39393939393939,173,427,40.5152224824356,22,68,32.35294117647059,-8.16228130596501,13.737373737373737
al-farouq aminu,70,212,33.0188679245283,66,203,32.51231527093596,4,9,44.44444444444444,11.932129173508486,4.245283018867925
andre roberson,45,184,24.456521739130434,44,178,24.719101123595504,1,6,16.666666666666664,-8.05243445692884,3.260869565217391
bruno caboclo,2,6,33.33333333333333,2,6,33.33333333333333,0,0,0,-33.33333333333333,0
george lynch,0,0,0,0,0,0,0,0,0,0,0
jason smith,37,78,47.43589743589743,32,67,47.76119402985074,5,11,45.45454545454545,-2.3066485753052888,14.102564102564102
tom hammonds,0,0,0,0,0,0,0,0,0,0,0
